layer_index,z_mm,part_area_mm2,part_perimeter_mm,part_component_count,new_island_count,unsupported_area_mm2,unsupported_component_count,support_cross_section_area_mm2,support_cross_section_perimeter_mm
3341,167.075,7817.48683662,1358.62450196,1,0,0.0,0,0.0,0.0
3342,167.125,7805.12183245,1366.38817877,1,0,0.0,0,0.0,0.0
3343,167.175,7792.55120182,1374.56316161,1,0,0.0,0,0.0,0.0
3344,167.225,7779.79235855,1381.75440883,1,0,0.0,0,0.0,0.0
3345,167.275,7766.89991508,1388.21261057,1,0,0.0,0,0.0,0.0
3346,167.325,7753.87706611,1394.08289811,1,0,0.0,0,0.0,0.0
3347,167.375,7740.73599832,1399.57171169,1,0,0.0,0,0.0,0.0
3348,167.425,7727.46228448,1405.02914965,1,0,0.0,0,0.0,0.0
3349,167.475,7714.05405569,1410.28917874,1,0,0.0,0,0.0,0.0
3350,167.525,7700.49728754,1415.59601466,1,0,0.0,0,0.0,0.0
3351,167.575,7686.81053387,1421.06683904,1,0,0.0,0,0.0,0.0
3352,167.625,7673.02171915,1426.43483874,1,0,0.0,0,0.0,0.0
3353,167.675,7659.22332179,1431.86201442,1,0,0.0,0,0.0,0.0
3354,167.725,7645.24022276,1437.60480525,1,0,0.0,0,0.0,0.0
3355,167.775,7631.11483182,1443.28630149,1,0,0.0,0,0.0,0.0
3356,167.825,7616.80371868,1448.57276545,1,0,0.0,0,0.0,0.0
3357,167.875,7602.26496716,1454.22710763,1,0,0.0,0,0.0,0.0
3358,167.925,7587.47298625,1461.75696077,1,0,0.0,0,0.0,0.0
3359,167.975,7572.4649063,1467.8244501,1,0,0.0,0,0.0,0.0
3360,168.025,7557.21419438,1473.72798851,1,0,0.0,0,0.0,0.0
3361,168.075,7541.73535084,1479.52345111,1,0,0.0,0,0.0,0.0
3362,168.125,7526.02294767,1485.12342859,1,0,0.0,0,0.0,0.0
3363,168.175,7510.00356094,1490.59418595,1,0,0.0,0,0.0,0.0
3364,168.225,7493.66165353,1495.93435263,1,0,0.0,0,0.0,0.0
3365,168.275,7477.08149215,1501.55883727,1,0,0.0,0,0.0,0.0
3366,168.325,7460.49059559,1505.20662332,1,0,0.0,0,0.0,0.0
3367,168.375,7443.77160438,1509.83441257,1,0,0.0,0,0.0,0.0
3368,168.425,7426.82884827,1515.09100255,1,0,0.0,0,0.0,0.0
3369,168.475,7409.65669069,1519.94719083,1,0,0.0,0,0.0,0.0
3370,168.525,7392.62265303,1520.58026615,1,0,0.0,0,0.0,0.0
3371,168.575,7375.34141988,1524.51747118,1,0,0.0,0,0.0,0.0
3372,168.625,7357.89067513,1528.26278017,1,0,0.0,0,0.0,0.0
3373,168.675,7340.27850501,1532.26466861,1,0,0.0,0,0.0,0.0
3374,168.725,7322.54599212,1536.80881297,1,0,0.0,0,0.0,0.0
3375,168.775,7304.65607189,1541.12551241,1,0,0.0,0,0.0,0.0
3376,168.825,7286.63273068,1543.53251375,1,0,0.0,0,0.0,0.0
3377,168.875,7268.46551621,1545.80512146,1,0,0.0,0,0.0,0.0
3378,168.925,7250.11011965,1548.07471421,1,0,0.0,0,0.0,0.0
3379,168.975,7231.54719041,1550.21575833,1,0,0.0,0,0.0,0.0
3380,169.025,7212.81424719,1552.27411532,1,0,0.0,0,0.0,0.0
3381,169.075,7193.86925135,1554.41206062,1,0,0.0,0,0.0,0.0
3382,169.125,7174.69395108,1556.56205035,1,0,0.0,0,0.0,0.0
3383,169.175,7155.2913631,1558.80488413,1,0,0.0,0,0.0,0.0
3384,169.225,7135.59572929,1561.36370764,1,0,0.0,0,0.0,0.0
3385,169.275,7115.61385197,1564.43118019,1,0,0.0,0,0.0,0.0
3386,169.325,7095.21067427,1569.77221727,1,0,0.0,0,0.0,0.0
3387,169.375,7074.40529296,1570.57626209,1,0,0.0,0,0.0,0.0
3388,169.425,7053.38052225,1571.34202547,1,0,0.0,0,0.0,0.0
3389,169.475,7032.20003562,1572.1149319,1,0,0.0,0,0.0,0.0
3390,169.525,7010.90365063,1572.82459844,1,0,0.0,0,0.0,0.0
3391,169.575,6989.4963438,1573.50227357,1,0,0.0,0,0.0,0.0
3392,169.625,6967.95741224,1574.12162977,1,0,0.0,0,0.0,0.0
3393,169.675,6946.20703144,1574.67410262,1,0,0.0,0,0.0,0.0
3394,169.725,6924.22106424,1575.4929514,1,0,0.0,0,0.0,0.0
3395,169.775,6902.01977035,1576.29187455,1,0,0.0,0,0.0,0.0
3396,169.825,6879.5720322,1577.33455602,1,0,0.0,0,0.0,0.0
3397,169.875,6856.91019532,1578.61086328,1,0,0.0,0,0.0,0.0
3398,169.925,6833.94221562,1582.38571342,1,0,0.0,0,0.0,0.0
3399,169.975,6810.68759279,1585.39078786,1,0,0.0,0,0.0,0.0
3400,170.025,6787.14276593,1588.57222384,1,0,0.0,0,0.0,0.0
3401,170.075,6763.29001701,1592.03336042,1,0,0.0,0,0.0,0.0
3402,170.125,6739.17848324,1597.02834285,1,0,0.0,0,0.0,0.0
3403,170.175,6714.75117867,1599.81477611,1,0,0.0,0,0.0,0.0
3404,170.225,6689.83234565,1604.79965093,1,0,0.0,0,0.0,0.0
3405,170.275,6664.40324124,1608.3552221,1,0,0.0,0,0.0,0.0
3406,170.325,6638.51661514,1612.69461434,1,0,0.0,0,0.0,0.0
3407,170.375,6612.19489807,1617.57687009,1,0,0.0,0,0.0,0.0
3408,170.425,6585.4655624,1621.13035237,1,0,0.0,0,0.0,0.0
3409,170.475,6558.20802695,1623.27713707,1,0,0.0,0,0.0,0.0
3410,170.525,6530.29160817,1625.31995185,1,0,0.0,0,0.0,0.0
3411,170.575,6501.57092131,1626.77431736,1,0,0.0,0,0.0,0.0
3412,170.625,6472.21448206,1627.80979179,1,0,0.0,0,0.0,0.0
3413,170.675,6442.25493059,1628.87917894,1,0,0.0,0,0.0,0.0
3414,170.725,6411.54461379,1629.69232689,1,0,0.0,0,0.0,0.0
3415,170.775,6379.93535766,1630.58437587,1,0,0.0,0,0.0,0.0
3416,170.825,6346.94793467,1630.96148598,1,0,0.0,0,0.0,0.0
3417,170.875,6313.06906459,1630.91316521,1,0,0.0,0,0.0,0.0
3418,170.925,6278.28590761,1630.06311838,1,0,0.0,0,0.0,0.0
3419,170.975,6242.68695498,1628.73039743,1,0,0.0,0,0.0,0.0
3420,171.025,6206.38047946,1626.55008039,1,0,0.0,0,0.0,0.0
3421,171.075,6169.46525287,1623.42803555,1,0,0.0,0,0.0,0.0
3422,171.125,6131.83140217,1619.58238525,1,0,0.0,0,0.0,0.0
3423,171.175,6093.85453977,1615.82944298,1,0,0.0,0,0.0,0.0
3424,171.225,6054.75799361,1611.10585593,1,0,0.0,0,0.0,0.0
3425,171.275,6014.28939744,1605.39848224,1,0,0.0,0,0.0,0.0
3426,171.325,5972.54916915,1598.86244822,1,0,0.0,0,0.0,0.0
3427,171.375,5928.45458284,1590.66887019,1,0,0.0,0,0.0,0.0
3428,171.425,5882.53277578,1581.43424134,1,0,0.0,0,0.0,0.0
3429,171.475,5833.60699729,1569.70369063,1,0,0.0,0,0.0,0.0
3430,171.525,5777.80166001,1552.08688682,1,0,0.0,0,0.0,0.0
3431,171.575,5710.62685317,1523.40683122,1,0,0.0,0,0.0,0.0
3432,171.625,5622.40169883,1473.97743907,1,0,0.0,0,0.0,0.0
3433,171.675,5551.32266889,1440.99267228,1,0,0.0,0,0.0,0.0
3434,171.725,5492.54310949,1418.55658877,1,0,0.0,0,0.0,0.0
3435,171.775,5439.24194153,1400.98665851,1,0,0.0,0,0.0,0.0
3436,171.825,5388.47330391,1385.11808026,1,0,0.0,0,0.0,0.0
3437,171.875,5338.64602322,1369.81405547,1,0,0.0,0,0.0,0.0
3438,171.925,5288.63174304,1354.46399829,1,0,0.0,0,0.0,0.0
3439,171.975,5237.90535137,1338.62068094,1,0,0.0,0,0.0,0.0
3440,172.025,5186.89281912,1322.37030123,1,0,0.0,0,0.0,0.0
3441,172.075,5134.75476436,1305.40908167,1,0,0.0,0,0.0,0.0
3442,172.125,5076.0847041,1282.64822446,1,0,0.0,0,0.0,0.0
3443,172.175,5020.98498301,1263.71482316,1,0,0.0,0,0.0,0.0
3444,172.225,4957.12761052,1242.23152488,2,0,0.0,0,0.0,0.0
3445,172.275,4882.39400203,1206.81316665,2,0,0.0,0,0.0,0.0
3446,172.325,4774.51113583,1153.21917837,2,0,0.0,0,0.0,0.0
3447,172.375,4557.4823828,1052.84677028,1,0,0.0,0,0.0,0.0
3448,172.425,4481.56867962,1026.15592994,1,0,0.0,0,0.0,0.0
3449,172.475,4429.27156921,1010.87128233,1,0,0.0,0,0.0,0.0
3450,172.525,4386.32882547,999.23032316,1,0,0.0,0,0.0,0.0
3451,172.575,4348.70585929,990.04708062,1,0,0.0,0,0.0,0.0
3452,172.625,4314.98350279,982.00389389,1,0,0.0,0,0.0,0.0
3453,172.675,4283.36091826,974.63210273,1,0,0.0,0,0.0,0.0
3454,172.725,4253.25429674,968.05210136,1,0,0.0,0,0.0,0.0
3455,172.775,4224.14547327,961.89982997,1,0,0.0,0,0.0,0.0
3456,172.825,4196.21995127,955.69851359,1,0,0.0,0,0.0,0.0
3457,172.875,4168.92791182,949.45916157,1,0,0.0,0,0.0,0.0
3458,172.925,4142.17676349,943.09310622,1,0,0.0,0,0.0,0.0
3459,172.975,4115.02632692,935.78624122,1,0,0.0,0,0.0,0.0
3460,173.025,4086.75772052,928.96487751,1,0,0.0,0,0.0,0.0
3461,173.075,4054.5653991,920.73737744,1,0,0.0,0,0.0,0.0
3462,173.125,4018.45195546,909.2816833,1,0,0.0,0,0.0,0.0
3463,173.175,3989.24447106,904.86421763,1,0,0.0,0,0.0,0.0
3464,173.225,3963.22149262,900.88709612,1,0,0.0,0,0.0,0.0
3465,173.275,3941.24530302,894.42163356,2,0,0.0,0,0.0,0.0
3466,173.325,3920.9476789,890.03884626,2,0,0.0,0,0.0,0.0
3467,173.375,3901.83216308,885.62039494,2,0,0.0,0,0.0,0.0
3468,173.425,3883.81554372,880.9325334,2,0,0.0,0,0.0,0.0
3469,173.475,3866.47909686,875.76747077,2,1,0.0,0,0.0,0.0
3470,173.525,3849.64364823,871.69121024,1,0,0.0,0,0.0,0.0
3471,173.575,3832.85278131,868.96605102,1,0,0.0,0,0.0,0.0
3472,173.625,3816.45261354,866.23104566,1,0,0.0,0,0.0,0.0
3473,173.675,3800.55245181,863.34386058,1,0,0.0,0,0.0,0.0
3474,173.725,3785.33988041,860.12155253,1,0,0.0,0,0.0,0.0
3475,173.775,3770.65688481,856.53166655,1,0,0.0,0,0.0,0.0
3476,173.825,3756.32673049,849.87744416,1,0,0.0,0,0.0,0.0
3477,173.875,3742.81294391,828.99845161,1,0,0.0,0,0.0,0.0
3478,173.925,3730.28978133,823.5302748,1,0,0.0,0,0.0,0.0
3479,173.975,3718.20239582,819.7871247,1,0,0.0,0,0.0,0.0
3480,174.025,3706.40097749,816.58823057,1,0,0.0,0,0.0,0.0
3481,174.075,3695.06077306,813.3116493,1,0,0.0,0,0.0,0.0
3482,174.125,3684.00079438,810.31729908,1,0,0.0,0,0.0,0.0
3483,174.175,3673.16690385,807.45857352,1,0,0.0,0,0.0,0.0
3484,174.225,3662.50624126,804.5634522,1,0,0.0,0,0.0,0.0
3485,174.275,3652.13685666,801.59041803,1,0,0.0,0,0.0,0.0
3486,174.325,3641.97376581,798.67456418,1,0,0.0,0,0.0,0.0
3487,174.375,3632.03947721,795.66358861,1,0,0.0,0,0.0,0.0
3488,174.425,3622.2584276,792.58282404,1,0,0.0,0,0.0,0.0
3489,174.475,3612.55132542,789.5452279,1,0,0.0,0,0.0,0.0
3490,174.525,3602.92699436,786.10318546,1,0,0.0,0,0.0,0.0
3491,174.575,3593.36004593,781.66399818,1,0,0.0,0,0.0,0.0
3492,174.625,3581.20674945,773.45240085,1,0,0.0,0,0.0,0.0
3493,174.675,3568.93054703,766.75175024,1,0,0.0,0,0.0,0.0
3494,174.725,3558.36478655,760.04663054,1,0,0.0,0,0.0,0.0
3495,174.775,3549.04145888,755.61456291,1,0,0.0,0,0.0,0.0
3496,174.825,3540.48881604,751.78124796,1,0,0.0,0,0.0,0.0
3497,174.875,3532.39414731,748.05863631,1,0,0.0,0,0.0,0.0
3498,174.925,3524.72659648,744.42779297,1,0,0.0,0,0.0,0.0
3499,174.975,3517.51323426,741.00893294,1,0,0.0,0,0.0,0.0
3500,175.025,3510.68677859,737.91780349,1,0,0.0,0,0.0,0.0
3501,175.075,3504.17135583,734.87620077,1,0,0.0,0,0.0,0.0
3502,175.125,3497.98045245,732.00592218,1,0,0.0,0,0.0,0.0
3503,175.175,3492.18463435,729.27819988,1,0,0.0,0,0.0,0.0
3504,175.225,3486.90914021,726.84823662,1,0,0.0,0,0.0,0.0
3505,175.275,3481.83396628,724.47281022,1,0,0.0,0,0.0,0.0
3506,175.325,3476.8539152,722.09671533,1,0,0.0,0,0.0,0.0
3507,175.375,3471.98113022,719.72927742,1,0,0.0,0,0.0,0.0
3508,175.425,3467.20589487,717.34161709,1,0,0.0,0,0.0,0.0
3509,175.475,3462.52049609,714.91834337,1,0,0.0,0,0.0,0.0
3510,175.525,3457.90487906,712.50473515,1,0,0.0,0,0.0,0.0
3511,175.575,3453.38449347,710.24346128,1,0,0.0,0,0.0,0.0
3512,175.625,3448.93593248,708.00961187,1,0,0.0,0,0.0,0.0
3513,175.675,3444.57491175,705.81991136,1,0,0.0,0,0.0,0.0
3514,175.725,3440.28798339,703.63236501,1,0,0.0,0,0.0,0.0
3515,175.775,3436.07565778,701.42554672,1,0,0.0,0,0.0,0.0
3516,175.825,3431.92311887,699.20269736,1,0,0.0,0,0.0,0.0
3517,175.875,3427.82937992,696.97161044,1,0,0.0,0,0.0,0.0
3518,175.925,3423.81963044,694.73609021,1,0,0.0,0,0.0,0.0
3519,175.975,3419.89679327,692.51468968,1,0,0.0,0,0.0,0.0
3520,176.025,3416.01767088,690.31295774,1,0,0.0,0,0.0,0.0
3521,176.075,3412.19414508,688.10525441,1,0,0.0,0,0.0,0.0
3522,176.125,3408.45023715,685.89603142,1,0,0.0,0,0.0,0.0
3523,176.175,3404.76781229,683.679207,1,0,0.0,0,0.0,0.0
3524,176.225,3401.14315481,681.46210379,1,0,0.0,0,0.0,0.0
3525,176.275,3397.56660347,679.25978859,1,0,0.0,0,0.0,0.0
3526,176.325,3394.04909354,677.07557145,1,0,0.0,0,0.0,0.0
3527,176.375,3390.60344788,674.95317955,1,0,0.0,0,0.0,0.0
3528,176.425,3387.19402307,672.84437989,1,0,0.0,0,0.0,0.0
3529,176.475,3383.82721081,670.74542935,1,0,0.0,0,0.0,0.0
3530,176.525,3380.50038495,668.65183404,1,0,0.0,0,0.0,0.0
3531,176.575,3377.20984841,666.56468183,1,0,0.0,0,0.0,0.0
3532,176.625,3373.95622336,664.54320248,1,0,0.0,0,0.0,0.0
3533,176.675,3370.73430441,662.5201959,1,0,0.0,0,0.0,0.0
3534,176.725,3367.56306468,660.50041909,1,0,0.0,0,0.0,0.0
3535,176.775,3364.45140421,658.48898628,1,0,0.0,0,0.0,0.0
3536,176.825,3361.39675525,656.50081572,1,0,0.0,0,0.0,0.0
3537,176.875,3358.37712159,654.53848377,1,0,0.0,0,0.0,0.0
3538,176.925,3355.39070668,652.59622573,1,0,0.0,0,0.0,0.0
3539,176.975,3352.42861285,650.74126627,1,0,0.0,0,0.0,0.0
3540,177.025,3349.51288511,648.89404456,1,0,0.0,0,0.0,0.0
3541,177.075,3346.63434044,647.10058479,1,0,0.0,0,0.0,0.0
3542,177.125,3343.78220318,645.33230546,1,0,0.0,0,0.0,0.0
3543,177.175,3340.96255206,643.60759209,1,0,0.0,0,0.0,0.0
3544,177.225,3338.17660647,641.9107509,1,0,0.0,0,0.0,0.0
3545,177.275,3335.41856785,640.22773404,1,0,0.0,0,0.0,0.0
3546,177.325,3332.68808742,638.5625762,1,0,0.0,0,0.0,0.0
3547,177.375,3329.9795067,636.91281285,1,0,0.0,0,0.0,0.0
3548,177.425,3327.2907114,635.27866083,1,0,0.0,0,0.0,0.0
3549,177.475,3324.62415298,633.67177723,1,0,0.0,0,0.0,0.0
3550,177.525,3321.98798686,632.08356887,1,0,0.0,0,0.0,0.0
3551,177.575,3319.37137954,630.51037454,1,0,0.0,0,0.0,0.0
3552,177.625,3316.78568831,628.932985,1,0,0.0,0,0.0,0.0
3553,177.675,3314.22825077,627.37119678,1,0,0.0,0,0.0,0.0
3554,177.725,3311.68756601,625.83903088,1,0,0.0,0,0.0,0.0
3555,177.775,3309.16608673,624.32940998,1,0,0.0,0,0.0,0.0
3556,177.825,3306.66542875,622.82704598,1,0,0.0,0,0.0,0.0
3557,177.875,3304.19330803,621.33514281,1,0,0.0,0,0.0,0.0
3558,177.925,3301.74677342,619.8637707,1,0,0.0,0,0.0,0.0
3559,177.975,3299.32281439,618.39736244,1,0,0.0,0,0.0,0.0
3560,178.025,3296.92413446,616.94732299,1,0,0.0,0,0.0,0.0
3561,178.075,3294.55179603,615.50291558,1,0,0.0,0,0.0,0.0
3562,178.125,3292.20139,614.0537519,1,0,0.0,0,0.0,0.0
3563,178.175,3289.86513606,612.60745749,1,0,0.0,0,0.0,0.0
3564,178.225,3287.54305135,611.15768014,1,0,0.0,0,0.0,0.0
3565,178.275,3285.24856372,609.72434939,1,0,0.0,0,0.0,0.0
3566,178.325,3282.98300404,608.2979714,1,0,0.0,0,0.0,0.0
3567,178.375,3280.73354613,606.87616919,1,0,0.0,0,0.0,0.0
3568,178.425,3278.50224292,605.48657166,1,0,0.0,0,0.0,0.0
3569,178.475,3276.27594014,604.12758548,1,0,0.0,0,0.0,0.0
3570,178.525,3274.06012105,602.77851729,1,0,0.0,0,0.0,0.0
3571,178.575,3271.86450004,601.44461595,1,0,0.0,0,0.0,0.0
3572,178.625,3269.68022394,600.12342668,1,0,0.0,0,0.0,0.0
3573,178.675,3267.5066847,598.81501276,1,0,0.0,0,0.0,0.0
3574,178.725,3265.34365133,597.53295784,1,0,0.0,0,0.0,0.0
3575,178.775,3263.19276338,596.28042503,1,0,0.0,0,0.0,0.0
3576,178.825,3261.05287353,595.04484291,1,0,0.0,0,0.0,0.0
3577,178.875,3258.92138593,593.81194212,1,0,0.0,0,0.0,0.0
3578,178.925,3256.79922368,592.60254454,1,0,0.0,0,0.0,0.0
3579,178.975,3254.69381228,591.40927369,1,0,0.0,0,0.0,0.0
3580,179.025,3252.60186141,590.22020946,1,0,0.0,0,0.0,0.0
3581,179.075,3250.53083804,589.08712279,1,0,0.0,0,0.0,0.0
3582,179.125,3248.47158524,587.97139544,1,0,0.0,0,0.0,0.0
3583,179.175,3246.42260176,586.85726285,1,0,0.0,0,0.0,0.0
3584,179.225,3244.3849862,585.74431948,1,0,0.0,0,0.0,0.0
3585,179.275,3242.35523519,584.64193745,1,0,0.0,0,0.0,0.0
3586,179.325,3240.33231699,583.56074151,1,0,0.0,0,0.0,0.0
3587,179.375,3238.31587383,582.48601704,1,0,0.0,0,0.0,0.0
3588,179.425,3236.31425722,581.41177733,1,0,0.0,0,0.0,0.0
3589,179.475,3234.31978742,580.33998718,1,0,0.0,0,0.0,0.0
3590,179.525,3232.33799523,579.2842751,1,0,0.0,0,0.0,0.0
3591,179.575,3230.35408586,578.25875046,1,0,0.0,0,0.0,0.0
3592,179.625,3228.37344188,577.23838164,1,0,0.0,0,0.0,0.0
3593,179.675,3226.40055258,576.25269896,1,0,0.0,0,0.0,0.0
3594,179.725,3224.43621635,575.30336643,1,0,0.0,0,0.0,0.0
3595,179.775,3222.48133559,574.35607462,1,0,0.0,0,0.0,0.0
3596,179.825,3220.53619155,573.41441099,1,0,0.0,0,0.0,0.0
3597,179.875,3218.6062111,572.50018256,1,0,0.0,0,0.0,0.0
3598,179.925,3216.68906676,571.6176565,1,0,0.0,0,0.0,0.0
3599,179.975,3214.76908622,570.7466123,1,0,0.0,0,0.0,0.0
3600,180.025,3212.8490993,569.88821004,1,0,0.0,0,0.0,0.0
3601,180.075,3210.92991383,569.03390184,1,0,0.0,0,0.0,0.0
3602,180.125,3209.01816843,568.18232174,1,0,0.0,0,0.0,0.0
3603,180.175,3207.11203826,567.3313,1,0,0.0,0,0.0,0.0
3604,180.225,3205.21140417,566.4784702,1,0,0.0,0,0.0,0.0
3605,180.275,3203.31586681,565.65113691,1,0,0.0,0,0.0,0.0
3606,180.325,3201.42535084,564.83447389,1,0,0.0,0,0.0,0.0
3607,180.375,3199.53969029,564.05230247,1,0,0.0,0,0.0,0.0
3608,180.425,3197.658814,563.27013105,1,0,0.0,0,0.0,0.0
3609,180.475,3195.78613402,562.5008081,1,0,0.0,0,0.0,0.0
3610,180.525,3193.91501041,561.73435789,1,0,0.0,0,0.0,0.0
3611,180.575,3192.04704291,560.96908575,1,0,0.0,0,0.0,0.0
3612,180.625,3190.17668809,560.20297952,1,0,0.0,0,0.0,0.0
3613,180.675,3188.31288302,559.43364512,1,0,0.0,0,0.0,0.0
3614,180.725,3186.45607279,558.67166115,1,0,0.0,0,0.0,0.0
3615,180.775,3184.60404132,557.91212742,1,0,0.0,0,0.0,0.0
3616,180.825,3182.75657214,557.15267644,1,0,0.0,0,0.0,0.0
3617,180.875,3180.91293043,556.39378611,1,0,0.0,0,0.0,0.0
3618,180.925,3179.07480835,555.64320683,1,0,0.0,0,0.0,0.0
3619,180.975,3177.239028,554.89868954,1,0,0.0,0,0.0,0.0
3620,181.025,3175.40085663,554.16338267,1,0,0.0,0,0.0,0.0
3621,181.075,3173.56774547,553.44437362,1,0,0.0,0,0.0,0.0
3622,181.125,3171.72860826,552.72039141,1,0,0.0,0,0.0,0.0
3623,181.175,3169.89248217,552.00019093,1,0,0.0,0,0.0,0.0
3624,181.225,3168.05699794,551.31582798,1,0,0.0,0,0.0,0.0
3625,181.275,3166.22481025,550.63173033,1,0,0.0,0,0.0,0.0
3626,181.325,3164.39475431,549.94878088,1,0,0.0,0,0.0,0.0
3627,181.375,3162.56787364,549.26593313,1,0,0.0,0,0.0,0.0
3628,181.425,3160.72654276,548.59044072,1,0,0.0,0,0.0,0.0
3629,181.475,3158.88422346,547.92186163,1,0,0.0,0,0.0,0.0
3630,181.525,3157.03994449,547.25771364,1,0,0.0,0,0.0,0.0
3631,181.575,3155.19370265,546.58960279,1,0,0.0,0,0.0,0.0
3632,181.625,3153.34803716,545.93984308,1,0,0.0,0,0.0,0.0
3633,181.675,3151.50863095,545.30149867,1,0,0.0,0,0.0,0.0
3634,181.725,3149.67572508,544.67492444,1,0,0.0,0,0.0,0.0
3635,181.775,3147.84603805,544.06420853,1,0,0.0,0,0.0,0.0
3636,181.825,3146.02115695,543.48092275,1,0,0.0,0,0.0,0.0
3637,181.875,3144.20137272,542.90120939,1,0,0.0,0,0.0,0.0
3638,181.925,3142.38481709,542.32194198,1,0,0.0,0,0.0,0.0
3639,181.975,3140.57091316,541.7478402,1,0,0.0,0,0.0,0.0
3640,182.025,3138.7549378,541.18361585,1,0,0.0,0,0.0,0.0
3641,182.075,3136.93403187,540.65204137,1,0,0.0,0,0.0,0.0
3642,182.125,3135.11493804,540.13193984,1,0,0.0,0,0.0,0.0
3643,182.175,3133.29777942,539.61534516,1,0,0.0,0,0.0,0.0
3644,182.225,3131.48256325,539.10396101,1,0,0.0,0,0.0,0.0
3645,182.275,3129.66727273,538.59576614,1,0,0.0,0,0.0,0.0
3646,182.325,3127.85298889,538.09531176,1,0,0.0,0,0.0,0.0
3647,182.375,3126.04108027,537.59455957,1,0,0.0,0,0.0,0.0
3648,182.425,3124.22895389,537.09328693,1,0,0.0,0,0.0,0.0
3649,182.475,3122.41543174,536.59208051,1,0,0.0,0,0.0,0.0
3650,182.525,3120.5969763,536.08890276,1,0,0.0,0,0.0,0.0
3651,182.575,3118.78119928,535.5890609,1,0,0.0,0,0.0,0.0
3652,182.625,3116.96815763,535.09110907,1,0,0.0,0,0.0,0.0
3653,182.675,3115.15785643,534.59315724,1,0,0.0,0,0.0,0.0
3654,182.725,3113.35027645,534.10134871,1,0,0.0,0,0.0,0.0
3655,182.775,3111.54528236,533.61807683,1,0,0.0,0,0.0,0.0
3656,182.825,3109.74271091,533.13518363,1,0,0.0,0,0.0,0.0
3657,182.875,3107.94247749,532.65141713,1,0,0.0,0,0.0,0.0
3658,182.925,3106.14370815,532.16700649,1,0,0.0,0,0.0,0.0
3659,182.975,3104.34164985,531.68432411,1,0,0.0,0,0.0,0.0
3660,183.025,3102.54280613,531.22371175,1,0,0.0,0,0.0,0.0
3661,183.075,3100.74477615,530.77334403,1,0,0.0,0,0.0,0.0
3662,183.125,3098.94806556,530.34604325,1,0,0.0,0,0.0,0.0
3663,183.175,3097.15121183,529.94788687,1,0,0.0,0,0.0,0.0
3664,183.225,3095.35736971,529.58676052,1,0,0.0,0,0.0,0.0
3665,183.275,3093.56493285,529.22849427,1,0,0.0,0,0.0,0.0
3666,183.325,3091.77575784,528.8696203,1,0,0.0,0,0.0,0.0
3667,183.375,3089.9816001,528.52964868,1,0,0.0,0,0.0,0.0
3668,183.425,3088.18717887,528.20701784,1,0,0.0,0,0.0,0.0
3669,183.475,3086.39874507,527.88561367,1,0,0.0,0,0.0,0.0
3670,183.525,3084.61197615,527.58864581,1,0,0.0,0,0.0,0.0
3671,183.575,3082.82464028,527.29658409,1,0,0.0,0,0.0,0.0
3672,183.625,3081.03651422,527.00459209,1,0,0.0,0,0.0,0.0
3673,183.675,3079.24997332,526.71538625,1,0,0.0,0,0.0,0.0
3674,183.725,3077.46590602,526.45645619,1,0,0.0,0,0.0,0.0
3675,183.775,3075.6861437,526.21723308,1,0,0.0,0,0.0,0.0
3676,183.825,3073.90693472,525.98044601,1,0,0.0,0,0.0,0.0
3677,183.875,3072.12362322,525.75145192,1,0,0.0,0,0.0,0.0
3678,183.925,3070.35049912,525.52804398,1,0,0.0,0,0.0,0.0
3679,183.975,3068.57995267,525.30415053,1,0,0.0,0,0.0,0.0
3680,184.025,3066.80846023,525.08035262,1,0,0.0,0,0.0,0.0
3681,184.075,3065.0383794,524.871868,1,0,0.0,0,0.0,0.0
3682,184.125,3063.27078065,524.70217545,1,0,0.0,0,0.0,0.0
3683,184.175,3061.50344402,524.53668105,1,0,0.0,0,0.0,0.0
3684,184.225,3059.74134431,524.38563941,1,0,0.0,0,0.0,0.0
3685,184.275,3057.98204291,524.23622457,1,0,0.0,0,0.0,0.0
3686,184.325,3056.22583593,524.08967797,1,0,0.0,0,0.0,0.0
3687,184.375,3054.47255582,523.95023668,1,0,0.0,0,0.0,0.0
3688,184.425,3052.720305,523.82032484,1,0,0.0,0,0.0,0.0
3689,184.475,3050.96910292,523.69309843,1,0,0.0,0,0.0,0.0
3690,184.525,3049.21894389,523.56835322,1,0,0.0,0,0.0,0.0
3691,184.575,3047.46966636,523.44368012,1,0,0.0,0,0.0,0.0
3692,184.625,3045.72330607,523.32198172,1,0,0.0,0,0.0,0.0
3693,184.675,3043.97938714,523.21115562,1,0,0.0,0,0.0,0.0
3694,184.725,3042.24032739,523.102459,1,0,0.0,0,0.0,0.0
3695,184.775,3040.50396029,522.99515602,1,0,0.0,0,0.0,0.0
3696,184.825,3038.76949445,522.88916381,1,0,0.0,0,0.0,0.0
3697,184.875,3037.03172965,522.78341932,1,0,0.0,0,0.0,0.0
3698,184.925,3035.29471159,522.6776961,1,0,0.0,0,0.0,0.0
3699,184.975,3033.557828,522.57260813,1,0,0.0,0,0.0,0.0
3700,185.025,3031.82111875,522.47357145,1,0,0.0,0,0.0,0.0
3701,185.075,3030.09078509,522.3763372,1,0,0.0,0,0.0,0.0
3702,185.125,3028.36566828,522.29432212,1,0,0.0,0,0.0,0.0
3703,185.175,3026.63973974,522.22349826,1,0,0.0,0,0.0,0.0
